7.500000000000000000e+01,1.616025403784438481e+02
7.397959183673469852e+01,1.598351415952103025e+02
7.295918367346938282e+01,1.580677428119767569e+02
7.193877551020408134e+01,1.563003440287432113e+02
7.091836734693877986e+01,1.545329452455096657e+02
6.989795918367346417e+01,1.527655464622761201e+02
6.887755102040816269e+01,1.509981476790425745e+02
6.785714285714286120e+01,1.492307488958090005e+02
6.683673469387754551e+01,1.474633501125754549e+02
6.581632653061224403e+01,1.456959513293419093e+02
6.479591836734694255e+01,1.439285525461083637e+02
6.377551020408163396e+01,1.421611537628748181e+02
6.275510204081632537e+01,1.403937549796412725e+02
6.173469387755102389e+01,1.386263561964077269e+02
6.071428571428571530e+01,1.368589574131741813e+02
5.969387755102040671e+01,1.350915586299406357e+02
5.867346938775510523e+01,1.333241598467070901e+02
5.765306122448979664e+01,1.315567610634735445e+02
5.663265306122448806e+01,1.297893622802399989e+02
5.561224489795918657e+01,1.280219634970064249e+02
5.459183673469387799e+01,1.262545647137728935e+02
5.357142857142856940e+01,1.244871659305393337e+02
5.255102040816326792e+01,1.227197671473057881e+02
5.153061224489795933e+01,1.209523683640722425e+02
5.051020408163265074e+01,1.191849695808386969e+02
4.948979591836734926e+01,1.174175707976051513e+02
4.846938775510204067e+01,1.156501720143716057e+02
4.744897959183673208e+01,1.138827732311380601e+02
4.642857142857143060e+01,1.121153744479045145e+02
4.540816326530612201e+01,1.103479756646709689e+02
4.438775510204081343e+01,1.085805768814374233e+02
4.336734693877551194e+01,1.068131780982038634e+02
4.234693877551020336e+01,1.050457793149703178e+02
4.132653061224489477e+01,1.032783805317367722e+02
4.030612244897959329e+01,1.015109817485032124e+02
3.928571428571428470e+01,9.974358296526966683e+01
3.826530612244897611e+01,9.797618418203612123e+01
3.724489795918367463e+01,9.620878539880257563e+01
3.622448979591836604e+01,9.444138661556903003e+01
3.520408163265305745e+01,9.267398783233548443e+01
3.418367346938775597e+01,9.090658904910193883e+01
3.316326530612244738e+01,8.913919026586839323e+01
3.214285714285713880e+01,8.737179148263483341e+01
3.112244897959183731e+01,8.560439269940128781e+01
3.010204081632652873e+01,8.383699391616774221e+01
2.908163265306122014e+01,8.206959513293419661e+01
2.806122448979591866e+01,8.030219634970065101e+01
2.704081632653061007e+01,7.853479756646710541e+01
2.602040816326530148e+01,7.676739878323354560e+01
2.500000000000000000e+01,7.500000000000000000e+01
2.500000000000000000e+01,7.500000000000000000e+01
2.704081632653061362e+01,7.500000000000000000e+01
2.908163265306122369e+01,7.500000000000000000e+01
3.112244897959183731e+01,7.500000000000000000e+01
3.316326530612244738e+01,7.500000000000000000e+01
3.520408163265305745e+01,7.500000000000000000e+01
3.724489795918367463e+01,7.500000000000000000e+01
3.928571428571428470e+01,7.500000000000000000e+01
4.132653061224489477e+01,7.500000000000000000e+01
4.336734693877551194e+01,7.500000000000000000e+01
4.540816326530612201e+01,7.500000000000000000e+01
4.744897959183673208e+01,7.500000000000000000e+01
4.948979591836734926e+01,7.500000000000000000e+01
5.153061224489795933e+01,7.500000000000000000e+01
5.357142857142856940e+01,7.500000000000000000e+01
5.561224489795918657e+01,7.500000000000000000e+01
5.765306122448979664e+01,7.500000000000000000e+01
5.969387755102040671e+01,7.500000000000000000e+01
6.173469387755102389e+01,7.500000000000000000e+01
6.377551020408163396e+01,7.500000000000000000e+01
6.581632653061224403e+01,7.500000000000000000e+01
6.785714285714286120e+01,7.500000000000000000e+01
6.989795918367346417e+01,7.500000000000000000e+01
7.193877551020408134e+01,7.500000000000000000e+01
7.397959183673469852e+01,7.500000000000000000e+01
7.602040816326530148e+01,7.500000000000000000e+01
7.806122448979591866e+01,7.500000000000000000e+01
8.010204081632653583e+01,7.500000000000000000e+01
8.214285714285713880e+01,7.500000000000000000e+01
8.418367346938775597e+01,7.500000000000000000e+01
8.622448979591837315e+01,7.500000000000000000e+01
8.826530612244897611e+01,7.500000000000000000e+01
9.030612244897959329e+01,7.500000000000000000e+01
9.234693877551021046e+01,7.500000000000000000e+01
9.438775510204081343e+01,7.500000000000000000e+01
9.642857142857143060e+01,7.500000000000000000e+01
9.846938775510204778e+01,7.500000000000000000e+01
1.005102040816326507e+02,7.500000000000000000e+01
1.025510204081632679e+02,7.500000000000000000e+01
