x_targets
1.000000000000000000e+02
9.974874371859296218e+01
9.949748743718592436e+01
9.924623115577890076e+01
9.899497487437186294e+01
9.874371859296482512e+01
9.849246231155778730e+01
9.824120603015074948e+01
9.798994974874372588e+01
9.773869346733668806e+01
9.748743718592965024e+01
9.723618090452261242e+01
9.698492462311557460e+01
9.673366834170853679e+01
9.648241206030151318e+01
9.623115577889447536e+01
9.597989949748743754e+01
9.572864321608039972e+01
9.547738693467336191e+01
9.522613065326633830e+01
9.497487437185930048e+01
9.472361809045226266e+01
9.447236180904522485e+01
9.422110552763818703e+01
9.396984924623114921e+01
9.371859296482412560e+01
9.346733668341708778e+01
9.321608040201004997e+01
9.296482412060301215e+01
9.271356783919597433e+01
9.246231155778895072e+01
9.221105527638191290e+01
9.195979899497487509e+01
9.170854271356783727e+01
9.145728643216079945e+01
9.120603015075377584e+01
9.095477386934673802e+01
9.070351758793970021e+01
9.045226130653266239e+01
9.020100502512562457e+01
8.994974874371860096e+01
8.969849246231156314e+01
8.944723618090452533e+01
8.919597989949748751e+01
8.894472361809044969e+01
8.869346733668342608e+01
8.844221105527638827e+01
8.819095477386935045e+01
8.793969849246231263e+01
8.768844221105527481e+01
8.743718592964823699e+01
8.718592964824119917e+01
8.693467336683417557e+01
8.668341708542713775e+01
8.643216080402009993e+01
8.618090452261306211e+01
8.592964824120602430e+01
8.567839195979900069e+01
8.542713567839196287e+01
8.517587939698492505e+01
8.492462311557788723e+01
8.467336683417084942e+01
8.442211055276382581e+01
8.417085427135678799e+01
8.391959798994975017e+01
8.366834170854271235e+01
8.341708542713567454e+01
8.316582914572865093e+01
8.291457286432161311e+01
8.266331658291457529e+01
8.241206030150753747e+01
8.216080402010049966e+01
8.190954773869347605e+01
8.165829145728643823e+01
8.140703517587940041e+01
8.115577889447236259e+01
8.090452261306532478e+01
8.065326633165830117e+01
8.040201005025124914e+01
8.015075376884422553e+01
7.989949748743718771e+01
7.964824120603014990e+01
7.939698492462312629e+01
7.914572864321607426e+01
7.889447236180905065e+01
7.864321608040201284e+01
7.839195979899497502e+01
7.814070351758793720e+01
7.788944723618089938e+01
7.763819095477387577e+01
7.738693467336683796e+01
7.713567839195980014e+01
7.688442211055276232e+01
7.663316582914572450e+01
7.638190954773870089e+01
7.613065326633166308e+01
7.587939698492462526e+01
7.562814070351758744e+01
7.537688442211054962e+01
7.512562814070352601e+01
7.487437185929648820e+01
7.462311557788945038e+01
7.437185929648241256e+01
7.412060301507537474e+01
7.386934673366835113e+01
7.361809045226131332e+01
7.336683417085427550e+01
7.311557788944723768e+01
7.286432160804019986e+01
7.261306532663317626e+01
7.236180904522612423e+01
7.211055276381910062e+01
7.185929648241206280e+01
7.160804020100502498e+01
7.135678391959800138e+01
7.110552763819094935e+01
7.085427135678392574e+01
7.060301507537688792e+01
7.035175879396985010e+01
7.010050251256281229e+01
6.984924623115577447e+01
6.959798994974875086e+01
6.934673366834171304e+01
6.909547738693467522e+01
6.884422110552763741e+01
6.859296482412059959e+01
6.834170854271357598e+01
6.809045226130653816e+01
6.783919597989950034e+01
6.758793969849246253e+01
6.733668341708542471e+01
6.708542713567840110e+01
6.683417085427136328e+01
6.658291457286432546e+01
6.633165829145728765e+01
6.608040201005024983e+01
6.582914572864322622e+01
6.557788944723617419e+01
6.532663316582915058e+01
6.507537688442211277e+01
6.482412060301507495e+01
6.457286432160805134e+01
6.432160804020099931e+01
6.407035175879397570e+01
6.381909547738693789e+01
6.356783919597990007e+01
6.331658291457286936e+01
6.306532663316583154e+01
6.281407035175880083e+01
6.256281407035176301e+01
6.231155778894472519e+01
6.206030150753769448e+01
6.180904522613065666e+01
6.155778894472361884e+01
6.130653266331658813e+01
6.105527638190955031e+01
6.080402010050251249e+01
6.055276381909548178e+01
6.030150753768844396e+01
6.005025125628141325e+01
5.979899497487437543e+01
5.954773869346733761e+01
5.929648241206030690e+01
5.904522613065326908e+01
