7.500000000000000000e+01,
7.500311531058436287e+01,
7.501246104823427174e+01,
7.502803663065220974e+01,
7.504984108738261739e+01,
7.507787305987243087e+01,
7.511213080155563659e+01,
7.515261217796211213e+01,
7.519931466685065402e+01,
7.525223535836612143e+01,
7.531137095522068137e+01,
7.537671777289932606e+01,
7.544827173988940672e+01,
7.552602839793431144e+01,
7.560998290231123065e+01,
7.570013002213303821e+01,
7.579646414067423166e+01,
7.589897925572078918e+01,
7.600766897994428462e+01,
7.612252654129973450e+01,
7.624354478344763208e+01,
7.637071616619972758e+01,
7.650403276598895275e+01,
7.664348627636302069e+01,
7.678906800850195680e+01,
7.694076889175958911e+01,
7.709857947422854352e+01,
7.726248992332928367e+01,
7.743249002642264145e+01,
7.760856919144622168e+01,
7.779071644757429738e+01,
7.797892044590136607e+01,
7.817316946014926771e+01,
7.837345138739782158e+01,
7.857975374883882580e+01,
7.879206369055371795e+01,
7.901036798431429986e+01,
7.923465302840703828e+01,
7.946490484848051494e+01,
7.970110909841606883e+01,
7.994325106122171576e+01,
8.019131564994904693e+01,
8.044528740863329119e+01,
8.070515051325629940e+01,
8.097088877273243668e+01,
8.124248562991749623e+01,
8.151992416264016583e+01,
8.180318708475651590e+01,
8.209225674722694066e+01,
8.238711513921586516e+01,
8.268774388921393381e+01,
8.299412426618253846e+01,
8.330623718072112638e+01,
8.362406318625632196e+01,
8.394758248025378577e+01,
8.427677490545185890e+01,
8.461161995111766032e+01,
8.495209675432484175e+01,
8.529818410125363926e+01,
8.564986042851258219e+01,
8.600710382448197322e+01,
8.636989203067912513e+01,
8.673820244314529759e+01,
8.711201211385396448e+01,
8.749129775214062477e+01,
8.787603572615402925e+01,
8.826620206432855298e+01,
8.866177245687765662e+01,
8.906272225730879200e+01,
8.946902648395882807e+01,
8.988065982155053746e+01,
9.029759662277010079e+01,
9.071981090986494678e+01,
9.114727637626226908e+01,
9.157996638820824842e+01,
9.201785398642741143e+01,
9.246091188780236791e+01,
9.290911248707374170e+01,
9.336242785856008197e+01,
9.382082975789791135e+01,
9.428428962380147027e+01,
9.475277857984220020e+01,
9.522626743624805101e+01,
9.570472669172214353e+01,
9.618812653528075884e+01,
9.667643684811095284e+01,
9.716962720544701426e+01,
9.766766687846609329e+01,
9.817052483620291525e+01,
9.867816974748315317e+01,
9.919056998287545923e+01,
9.970769361666228292e+01,
1.002295084288290781e+02,
1.007559819070716713e+02,
1.012870812488220906e+02,
1.018227733632923133e+02,
1.023630248735360482e+02,
1.029078021185283518e+02,
1.034570711552628524e+02,
1.040107977608666943e+02,
1.045689474347327774e+02,
1.051314854006693480e+02,
1.056983766090668126e+02,
1.062695857390815775e+02,
1.068450772008366130e+02,
1.074248151376391149e+02,
1.080087634282144933e+02,
1.085968856889568741e+02,
1.091891452761962142e+02,
1.097855052884813176e+02,
1.103859285688790379e+02,
1.109903777072892836e+02,
1.115988150427761241e+02,
1.122112026659141293e+02,
1.128275024211504842e+02,
1.134476759091820668e+02,
1.140716844893483142e+02,
1.146994892820385417e+02,
1.153310511711143960e+02,
1.159663308063471447e+02,
1.166052886058693900e+02,
1.172478847586411348e+02,
1.178940792269305007e+02,
1.185438317488082021e+02,
1.191971018406559892e+02,
1.198538487996892457e+02,
1.205140317064929718e+02,
1.211776094275710989e+02,
1.218445406179098427e+02,
1.225147837235531938e+02,
1.231882969841922204e+02,
1.238650384357673317e+02,
1.245449659130822369e+02,
1.252280370524316595e+02,
1.259142092942406350e+02,
1.266034398857161136e+02,
1.272956858835110268e+02,
1.279909041563996936e+02,
1.286890513879652076e+02,
1.293900840792983900e+02,
1.300939585517079990e+02,
1.308006309494420805e+02,
1.315100572424206860e+02,
1.322221932289790516e+02,
1.329369945386215761e+02,
1.336544166347865712e+02,
1.343744148176211297e+02,
1.350969442267658565e+02,
1.358219598441506832e+02,
1.365494164967988979e+02,
1.372792688596423716e+02,
1.380114714583453122e+02,
1.387459786721375394e+02,
1.394827447366571391e+02,
1.402217237468017572e+02,
1.409628696595887050e+02,
1.417061362970238747e+02,
1.424514773489788411e+02,
1.431988463760761761e+02,
1.439481968125830917e+02,
1.446994819693127283e+02,
1.454526550365330024e+02,
1.462076690868833566e+02,
1.469644770782985859e+02,
1.477230318569396559e+02,
1.484832861601321383e+02,
1.492451926193103589e+02,
1.500087037629691338e+02,
1.507737720196216742e+02,
1.515403497207631176e+02,
1.523083891038409661e+02,
1.530778423152308676e+02,
1.538486614132180819e+02,
1.546207983709847724e+02,
1.553942050796022158e+02,
1.561688333510282121e+02,
1.569446349211097527e+02,
1.577215614525900662e+02,
1.584995645381200688e+02,
1.592785957032749025e+02,
1.600586064095739118e+02,
1.608395480575047998e+02,
1.616213719895520740e+02,
1.624040294932282791e+02,
1.631874718041091796e+02,
1.639716501088724954e+02,
1.647565155483386548e+02,
1.655420192205154706e+02,
1.663281121836449188e+02,
1.671147454592523331e+02,
1.679018700351983853e+02,
1.686894368687326278e+02,
1.694773968895491691e+02,
1.702657010028441675e+02,
1.710543000923747456e+02,
1.718431450235189573e+02,
1.726321866463375727e+02,
1.734213757986363191e+02,
1.742106633090286607e+02,
1.750000000000000000e+02,
1.750000000000000000e+02,
1.749968846894156513e+02,
1.749875389517657140e+02,
1.749719633693478045e+02,
1.749501589126173826e+02,
1.749221269401275549e+02,
1.748878691984443776e+02,
1.748473878220378879e+02,
1.748006853331493176e+02,
1.747477646416338644e+02,
1.746886290447793044e+02,
1.746232822271006739e+02,
1.745517282601105933e+02,
1.744739716020656886e+02,
1.743900170976887694e+02,
1.742998699778669618e+02,
1.742035358593257683e+02,
1.741010207442791966e+02,
1.739923310200557012e+02,
1.738774734587002513e+02,
1.737564552165523537e+02,
1.736292838338002866e+02,
1.734959672340110615e+02,
1.733565137236369651e+02,
1.732109319914980574e+02,
1.730592311082403967e+02,
1.729014205257714423e+02,
1.727375100766707305e+02,
1.725675099735773586e+02,
1.723914308085537641e+02,
1.722092835524256884e+02,
1.720210795540986339e+02,
1.718268305398507323e+02,
1.716265486126021642e+02,
1.714202462511611884e+02,
1.712079363094462678e+02,
1.709896320156856859e+02,
1.707653469715929475e+02,
1.705350951515194708e+02,
1.702988909015839170e+02,
1.700567489387782985e+02,
1.698086843500509531e+02,
1.695547125913666946e+02,
1.692948494867437148e+02,
1.690291112272675491e+02,
1.687575143700825038e+02,
1.684800758373598342e+02,
